transcript_id	gene_id
YKL096W-A_mRNA	CWP2
YML054C_mRNA	CYB2
YNL111C_mRNA	CYB5
YJR048W_mRNA	CYC1
YOR037W_mRNA	CYC2
YAL039C_mRNA	CYC3
YEL039C_mRNA	CYC7
YBR112C_mRNA	CYC8
YDL117W_mRNA	CYK3
YDR430C_mRNA	CYM1
YJL005W_mRNA	CYR1
YAL012W_mRNA	CYS3
YGR155W_mRNA	CYS4
YOR065W_mRNA	CYT1
YKL087C_mRNA	CYT2
YDR016C_mRNA	DAD1
YKR083C_mRNA	DAD2
YBR233W-A_mRNA	DAD3
YDR320C-A_mRNA	DAD4
YML070W_mRNA	DAK1
YFL053W_mRNA	DAK2
YIR027C_mRNA	DAL1
YIR029W_mRNA	DAL2
YIR032C_mRNA	DAL3
YIR028W_mRNA	DAL4
YJR152W_mRNA	DAL5
YIR031C_mRNA	DAL7
YKR034W_mRNA	DAL80
YIR023W_mRNA	DAL81
YNL314W_mRNA	DAL82
YGR113W_mRNA	DAM1
YJR150C_mRNA	DAN1
YJR151C_mRNA	DAN4
YPL170W_mRNA	DAP1
YHR028C_mRNA	DAP2
YJL149W_mRNA	DAS1
YDR020C_mRNA	DAS2
YML113W_mRNA	DAT1
YGR092W_mRNA	DBF2
YPR111W_mRNA	DBF20
YDR052C_mRNA	DBF4
YPL119C_mRNA	DBP1
YDL031W_mRNA	DBP10
YNL112W_mRNA	DBP2
YNL112W_pre-mRNA	DBP2
YGL078C_mRNA	DBP3
YOR046C_mRNA	DBP5
YNR038W_mRNA	DBP6
YKR024C_mRNA	DBP7
YHR169W_mRNA	DBP8
YLR276C_mRNA	DBP9
YKL149C_mRNA	DBR1
YCL016C_mRNA	DCC1
YHR144C_mRNA	DCD1
YIR030C_mRNA	DCG1
YOR180C_mRNA	DCI1
YLR128W_mRNA	DCN1
YLR128W_pre-mRNA	DCN1
YOL149W_mRNA	DCP1
YNL118C_mRNA	DCP2
YLR361C_mRNA	DCR2
YLR270W_mRNA	DCS1
YOR173W_mRNA	DCS2
YFR012W_mRNA	DCV1
YKL046C_mRNA	DCW1
YPL194W_mRNA	DDC1
YER143W_mRNA	DDI1
YFL061W_mRNA	DDI2
YNL335W_mRNA	DDI3
YOR163W_mRNA	DDP1
YOL052C-A_mRNA	DDR2
YMR173W_mRNA	DDR48
YOR204W_mRNA	DED1
YHR019C_mRNA	DED81
YKL054C_mRNA	DEF1
YFL001W_mRNA	DEG1
YAL013W_mRNA	DEP1
YBR201W_mRNA	DER1
YDR051C_mRNA	DET1
YIL049W_mRNA	DFG10
YOR030W_mRNA	DFG16
YMR238W_mRNA	DFG5
YDR411C_mRNA	DFM1
YOR236W_mRNA	DFR1
YOR245C_mRNA	DGA1
YOR311C_mRNA	DGK1
YNL130C-A_mRNA	DGR1
YKL121W_mRNA	DGR2
YDL160C_mRNA	DHH1
YKL078W_mRNA	DHR2
YMR316W_mRNA	DIA1
YOR080W_mRNA	DIA2
YDL024C_mRNA	DIA3
YHR011W_mRNA	DIA4
YPR082C_mRNA	DIB1
YLR348C_mRNA	DIC1
YKR035W-A_mRNA	DID2
YKL002W_mRNA	DID4
YKL002W_pre-mRNA	DID4
YGR227W_mRNA	DIE2
YLR437C_mRNA	DIF1
YPL049C_mRNA	DIG1
YDR480W_mRNA	DIG2
YPL266W_mRNA	DIM1
YDR263C_mRNA	DIN7
YLR129W_mRNA	DIP2
YPL265W_mRNA	DIP5
YOL021C_mRNA	DIS3
YDR403W_mRNA	DIT1
YDR402C_mRNA	DIT2
YIR004W_mRNA	DJP1
YDL174C_mRNA	DLD1
YDL178W_mRNA	DLD2
YEL071W_mRNA	DLD3
YJL065C_mRNA	DLS1
YMR126C_mRNA	DLT1
YHR115C_mRNA	DMA1
YNL116W_mRNA	DMA2
YER179W_mRNA	DMC1
YER179W_pre-mRNA	DMC1
YMR211W_mRNA	DML1
YHR164C_mRNA	DNA2
YER166W_mRNA	DNF1
YDR093W_mRNA	DNF2
YMR162C_mRNA	DNF3
YOR005C_mRNA	DNL4
YLL001W_mRNA	DNM1
YKL213C_mRNA	DOA1
YDR069C_mRNA	DOA4
YGL240W_mRNA	DOC1
YHR044C_mRNA	DOG1
YHR043C_mRNA	DOG2
YNL001W_mRNA	DOM34
YDR273W_mRNA	DON1
YDR141C_mRNA	DOP1
YDR068W_mRNA	DOS2
YDR440W_mRNA	DOT1
YIL010W_mRNA	DOT5
YER088C_mRNA	DOT6
YJL090C_mRNA	DPB11
YPR175W_mRNA	DPB2
YBR278W_mRNA	DPB3
YDR121W_mRNA	DPB4
YIL103W_mRNA	DPH1
YKL191W_mRNA	DPH2
YLR172C_mRNA	DPH5
YLR143W_mRNA	DPH6
YDR294C_mRNA	DPL1
YPR183W_mRNA	DPM1
YDR284C_mRNA	DPP1
YLL018C_mRNA	DPS1
YKR071C_mRNA	DRE2
YGR093W_mRNA	DRN1
YLL008W_mRNA	DRS1
YAL026C_mRNA	DRS2
YOL073C_mRNA	DSC2
YOR223W_mRNA	DSC3
YGL196W_mRNA	DSD1
YER124C_mRNA	DSE1
YHR143W_mRNA	DSE2
YOR264W_mRNA	DSE3
YNR067C_mRNA	DSE4
YEL070W_mRNA	DSF1
YBR007C_mRNA	DSF2
YMR276W_mRNA	DSK2
YNL258C_mRNA	DSL1
YIR010W_mRNA	DSN1
YMR287C_mRNA	DSS1
YPR017C_mRNA	DSS4
YGL043W_mRNA	DST1
YDL219W_mRNA	DTD1
YDL219W_pre-mRNA	DTD1
YBR180W_mRNA	DTR1
YOL087C_mRNA	DUF1
YFR044C_mRNA	DUG1
YBR281C_mRNA	DUG2
YNL191W_mRNA	DUG3
YDL101C_mRNA	DUN1
YGL061C_mRNA	DUO1
YBR208C_mRNA	DUR1%2C2
YHL016C_mRNA	DUR3
YML080W_mRNA	DUS1
YLR401C_mRNA	DUS3
YLR405W_mRNA	DUS4
YBR252W_mRNA	DUT1
YDR370C_mRNA	DXO1
YKR054C_mRNA	DYN1
YDR424C_mRNA	DYN2
YDR424C_pre-mRNA	DYN2
YMR299C_mRNA	DYN3
YHR068W_mRNA	DYS1
YDR359C_mRNA	EAF1
YPR023C_mRNA	EAF3
YEL018W_mRNA	EAF5
YJR082C_mRNA	EAF6
YNL136W_mRNA	EAF7
YKL204W_mRNA	EAP1
YMR171C_mRNA	EAR1
YKL172W_mRNA	EBP2
YDR206W_mRNA	EBS1
YLR284C_mRNA	ECI1
YGR146C_mRNA	ECL1
YAL059W_mRNA	ECM1
YEL030W_mRNA	ECM10
YDR446W_mRNA	ECM11
YHR021W-A_mRNA	ECM12
YBL043W_mRNA	ECM13
YHR132C_mRNA	ECM14
YBL001C_mRNA	ECM15
YMR128W_mRNA	ECM16
YDR125C_mRNA	ECM18
YLR390W_mRNA	ECM19
YBR065C_mRNA	ECM2
YBL101C_mRNA	ECM21
YLR228C_mRNA	ECM22
YPL021W_mRNA	ECM23
YJL201W_mRNA	ECM25
YJR106W_mRNA	ECM27
YHL030W_mRNA	ECM29
YOR092W_mRNA	ECM3
YLR436C_mRNA	ECM30
YBR176W_mRNA	ECM31
YER176W_mRNA	ECM32
YBR078W_mRNA	ECM33
YBR078W_pre-mRNA	ECM33
YHL043W_mRNA	ECM34
YLR299W_mRNA	ECM38
YKR076W_mRNA	ECM4
YMR176W_mRNA	ECM5
YLR443W_mRNA	ECM7
YBR076W_mRNA	ECM8
YKR004C_mRNA	ECM9
YKR004C_pre-mRNA	ECM9
YFR027W_mRNA	ECO1
YGR007W_mRNA	ECT1
YGL222C_mRNA	EDC1
YER035W_mRNA	EDC2
YEL015W_mRNA	EDC3
YBL047C_mRNA	EDE1
YBR033W_mRNA	EDS1
YPL095C_mRNA	EEB1
YAL003W_mRNA	EFB1
YAL003W_pre-mRNA	EFB1
YGR271C-A_mRNA	EFG1
YHL039W_mRNA	EFM1
YBR271W_mRNA	EFM2
YJR129C_mRNA	EFM3
YIL064W_mRNA	EFM4
YGR001C_mRNA	EFM5
YGR001C_pre-mRNA	EFM5
YMR212C_mRNA	EFR3
YOR133W_mRNA	EFT1
YDR385W_mRNA	EFT2
YPL037C_mRNA	EGD1
YHR193C_mRNA	EGD2
YNL327W_mRNA	EGT2
YDR036C_mRNA	EHD3
YBR177C_mRNA	EHT1
YMR031C_mRNA	EIS1
YDR147W_mRNA	EKI1
YNL230C_mRNA	ELA1
YPL046C_mRNA	ELC1
YKL160W_mRNA	ELF1
YOR144C_mRNA	ELG1
YKL048C_mRNA	ELM1
YJL196C_mRNA	ELO1
YCR034W_mRNA	ELO2
YLR372W_mRNA	ELO3
YGR200C_mRNA	ELP2
YPL086C_mRNA	ELP3
YPL101W_mRNA	ELP4
YMR312W_mRNA	ELP6
YCL045C_mRNA	EMC1
YJR088C_mRNA	EMC2
YKL207W_mRNA	EMC3
YGL231C_mRNA	EMC4
YIL027C_mRNA	EMC5
YLL014W_mRNA	EMC6
YLR186W_mRNA	EMG1
YDR512C_mRNA	EMI1
YDR516C_mRNA	EMI2
YGL200C_mRNA	EMP24
YLR080W_mRNA	EMP46
YFL048C_mRNA	EMP47
YER140W_mRNA	EMP65
YLR083C_mRNA	EMP70
YNL313C_mRNA	EMW1
YDR040C_mRNA	ENA1
YDR039C_mRNA	ENA2
YDR038C_mRNA	ENA5
YOL158C_mRNA	ENB1
YNL084C_mRNA	END3
YGR254W_mRNA	ENO1
YHR174W_mRNA	ENO2
YBR247C_mRNA	ENP1
YGR145W_mRNA	ENP2
YDL161W_mRNA	ENT1
YLR206W_mRNA	ENT2
YJR125C_mRNA	ENT3
YLL038C_mRNA	ENT4
YDR153C_mRNA	ENT5
YLR065C_mRNA	ENV10
YGR071C_mRNA	ENV11
YPL236C_mRNA	ENV7
YOR246C_mRNA	ENV9
YNL080C_mRNA	EOS1
YFL024C_mRNA	EPL1
YMR124W_mRNA	EPO1
YIL005W_mRNA	EPS1
YHR123W_mRNA	EPT1
YHR123W_pre-mRNA	EPT1
YMR049C_mRNA	ERB1
YHR032W_mRNA	ERC1
YDR414C_mRNA	ERD1
YBL040C_mRNA	ERD2
YBL040C_pre-mRNA	ERD2
YLR246W_mRNA	ERF2
YGR175C_mRNA	ERG1
YPL028W_mRNA	ERG10
YHR007C_mRNA	ERG11
YMR208W_mRNA	ERG12
YML126C_mRNA	ERG13
YMR202W_mRNA	ERG2
YJL167W_mRNA	ERG20
YNL280C_mRNA	ERG24
YGR060W_mRNA	ERG25
YGL001C_mRNA	ERG26
YLR100W_mRNA	ERG27
YER044C_mRNA	ERG28
YMR134W_mRNA	ERG29
YLR056W_mRNA	ERG3
YGL012W_mRNA	ERG4
YMR015C_mRNA	ERG5
YML008C_mRNA	ERG6
YHR072W_mRNA	ERG7
YMR220W_mRNA	ERG8
YHR190W_mRNA	ERG9
YPL096C-A_mRNA	ERI1
YFR041C_mRNA	ERJ5
YML130C_mRNA	ERO1
YAR002C-A_mRNA	ERP1
YAL007C_mRNA	ERP2
YDL018C_mRNA	ERP3
YOR016C_mRNA	ERP4
YHR110W_mRNA	ERP5
YGL002W_mRNA	ERP6
YOR393W_mRNA	ERR1
YPL281C_mRNA	ERR2
YMR323W_mRNA	ERR3
YCR075C_mRNA	ERS1
YBR239C_mRNA	ERT1
YGR029W_mRNA	ERV1
YGR029W_pre-mRNA	ERV1
YGL054C_mRNA	ERV14
YBR210W_mRNA	ERV15
YPR037C_mRNA	ERV2
YML012W_mRNA	ERV25
YGR284C_mRNA	ERV29
YML067C_mRNA	ERV41
YML067C_pre-mRNA	ERV41
YAL042W_mRNA	ERV46
YOR244W_mRNA	ESA1
YNL125C_mRNA	ESBP6
YMR219W_mRNA	ESC1
YDR363W_mRNA	ESC2
YOL017W_mRNA	ESC8
YDR365C_mRNA	ESF1
YNR054C_mRNA	ESF2
YIL151C_mRNA	ESL1
YKR096W_mRNA	ESL2
YGR098C_mRNA	ESP1
YJR017C_mRNA	ESS1
YLR233C_mRNA	EST1
YLR318W_mRNA	EST2
YIL009C-A_pre-mRNA	EST3
YHL010C_mRNA	ETP1
YBR026C_mRNA	ETR1
YOR051C_mRNA	ETT1
YDR518W_mRNA	EUG1
YLR300W_mRNA	EXG1
YDR261C_mRNA	EXG2
YOR033C_mRNA	EXO1
YBR163W_mRNA	EXO5
YJL085W_mRNA	EXO70
YBR102C_mRNA	EXO84
YOR317W_mRNA	FAA1
YER015W_mRNA	FAA2
YIL009W_mRNA	FAA3
YMR246W_mRNA	FAA4
YFR019W_mRNA	FAB1
YDL045C_mRNA	FAD1
YIL019W_mRNA	FAF1
YDR021W_mRNA	FAL1
YNL023C_mRNA	FAP1
YDL166C_mRNA	FAP7
YJL157C_mRNA	FAR1
YLR238W_mRNA	FAR10
YNL127W_mRNA	FAR11
YMR052W_mRNA	FAR3
YFR008W_mRNA	FAR7
YMR029C_mRNA	FAR8
YKL182W_mRNA	FAS1
YPL231W_mRNA	FAS2
YBR041W_mRNA	FAT1
YKL187C_mRNA	FAT3
YER183C_mRNA	FAU1
YKL060C_mRNA	FBA1
YLR377C_mRNA	FBP1
YJL155C_mRNA	FBP26
YDR339C_mRNA	FCF1
YLR051C_mRNA	FCF2
YMR277W_mRNA	FCP1
YPR062W_mRNA	FCY1
YER056C_mRNA	FCY2
YER060W_mRNA	FCY21
YER060W-A_mRNA	FCY22
YDR539W_mRNA	FDC1
YOR388C_mRNA	FDH1
YCR028C_mRNA	FEN2
YBR101C_mRNA	FES1
YMR058W_mRNA	FET3
YMR319C_mRNA	FET4
YFL041W_mRNA	FET5
YOR390W_mRNA	FEX1
YPL279C_mRNA	FEX2
YPR104C_mRNA	FHL1
YGR131W_mRNA	FHN1
YBR040W_mRNA	FIG1
YCR089W_mRNA	FIG2
YNL325C_mRNA	FIG4
YDR130C_mRNA	FIN1
YJR093C_mRNA	FIP1
YER032W_mRNA	FIR1
YIL065C_mRNA	FIS1
YDR534C_mRNA	FIT1
YOR382W_mRNA	FIT2
YOR383C_mRNA	FIT3
YIL131C_mRNA	FKH1
YNL068C_mRNA	FKH2
YLR342W_mRNA	FKS1
YMR306W_mRNA	FKS3
YPL221W_mRNA	FLC1
YAL053W_mRNA	FLC2
YGL139W_mRNA	FLC3
YLR404W_mRNA	FLD1
YAR050W_mRNA	FLO1
YKR102W_mRNA	FLO10
YIR019C_mRNA	FLO11
YHR211W_mRNA	FLO5
YAL063C_mRNA	FLO9
YBR008C_mRNA	FLR1
YIL134W_mRNA	FLX1
YIL098C_mRNA	FMC1
YDR236C_mRNA	FMN1
YHR176W_mRNA	FMO1
YER182W_mRNA	FMP10
YDR070C_mRNA	FMP16
YBR047W_mRNA	FMP23
YLR077W_mRNA	FMP25
YLR454W_mRNA	FMP27
YPL103C_mRNA	FMP30
YFL046W_mRNA	FMP32
YJL161W_mRNA	FMP33
YPL222W_mRNA	FMP40
YNL168C_mRNA	FMP41
YDL222C_mRNA	FMP45
YKR049C_mRNA	FMP46
YGR052W_mRNA	FMP48
YER004W_mRNA	FMP52
YMR020W_mRNA	FMS1
YBL013W_mRNA	FMT1
YDR110W_mRNA	FOB1
YNL256W_mRNA	FOL1
YGR267C_mRNA	FOL2
YMR113W_mRNA	FOL3
YKR009C_mRNA	FOX2
YNR047W_mRNA	FPK1
YNL135C_mRNA	FPR1
YDR519W_mRNA	FPR2
YML074C_mRNA	FPR3
YLR449W_mRNA	FPR4
YLL043W_mRNA	FPS1
YLL029W_mRNA	FRA1
YGL220W_mRNA	FRA2
YEL047C_mRNA	FRD1
YLR214W_mRNA	FRE1
YKL220C_mRNA	FRE2
YOR381W_mRNA	FRE3
YNR060W_mRNA	FRE4
YOR384W_mRNA	FRE5
YLL051C_mRNA	FRE6
YOL152W_mRNA	FRE7
YLR047C_mRNA	FRE8
YPL141C_mRNA	FRK1
YCL026C-A_mRNA	FRM2
YDR373W_mRNA	FRQ1
YLR060W_mRNA	FRS1
YFL022C_mRNA	FRS2
YOR324C_mRNA	FRT1
YAL028W_mRNA	FRT2
YOR271C_mRNA	FSF1
YHR049W_mRNA	FSH1
YMR222C_mRNA	FSH2
YOR280C_mRNA	FSH3
YBR207W_mRNA	FTH1
YER145C_mRNA	FTR1
YCR076C_mRNA	FUB1
YBL042C_mRNA	FUI1
YPL262W_mRNA	FUM1
YAL035W_mRNA	FUN12
YAL008W_mRNA	FUN14
YAL034C_mRNA	FUN19
YAL022C_mRNA	FUN26
YAL019W_mRNA	FUN30
YHR128W_mRNA	FUR1
YBR021W_mRNA	FUR4
YCL027W_mRNA	FUS1
YMR232W_mRNA	FUS2
YBL016W_mRNA	FUS3
YDR024W_mRNA	FYV1
YIL097W_mRNA	FYV10
YOR183W_mRNA	FYV12
YHR059W_mRNA	FYV4
YCL058C_mRNA	FYV5
YNL133C_mRNA	FYV6
YLR068W_mRNA	FYV7
YGR196C_mRNA	FYV8
YGL254W_mRNA	FZF1
YBR179C_mRNA	FZO1
YLR088W_mRNA	GAA1
YLR459W_mRNA	GAB1
YOR178C_mRNA	GAC1
YMR250W_mRNA	GAD1
YBR020W_mRNA	GAL1
YBR019C_mRNA	GAL10
YOL051W_mRNA	GAL11
YLR081W_mRNA	GAL2
YDR009W_mRNA	GAL3
YPL248C_mRNA	GAL4
YBR018C_mRNA	GAL7
YML051W_mRNA	GAL80
YER027C_mRNA	GAL83
YKR039W_mRNA	GAP1
YHR089C_mRNA	GAR1
YMR307W_mRNA	GAS1
YLR343W_mRNA	GAS2
YMR215W_mRNA	GAS3
YOL132W_mRNA	GAS4
YOL030W_mRNA	GAS5
YFL021W_mRNA	GAT1
YMR136W_mRNA	GAT2
YLR013W_mRNA	GAT3
YIR013C_mRNA	GAT4
YCL011C_mRNA	GBP2
YOR260W_mRNA	GCD1
YNL062C_mRNA	GCD10
YER025W_mRNA	GCD11
YJL125C_mRNA	GCD14
YGR083C_mRNA	GCD2
YDR211W_mRNA	GCD6
YLR291C_mRNA	GCD7
YER163C_mRNA	GCG1
YGL195W_mRNA	GCN1
YDR283C_mRNA	GCN2
YFR009W_mRNA	GCN20
YKR026C_mRNA	GCN3
YEL009C_mRNA	GCN4
YGR252W_mRNA	GCN5
YPL075W_mRNA	GCR1
YPL075W_pre-mRNA	GCR1
YNL199C_mRNA	GCR2
YDL226C_mRNA	GCS1
YDR019C_mRNA	GCV1
YMR189W_mRNA	GCV2
YAL044C_mRNA	GCV3
YOR120W_mRNA	GCY1
YEL042W_mRNA	GDA1
YPR184W_mRNA	GDB1
YPL110C_mRNA	GDE1
YOR375C_mRNA	GDH1
YDL215C_mRNA	GDH2
YAL062W_mRNA	GDH3
YER136W_mRNA	GDI1
YOR355W_mRNA	GDS1
YBR187W_mRNA	GDT1
YJR031C_mRNA	GEA1
YEL022W_mRNA	GEA2
YJR040W_mRNA	GEF1
YAL048C_mRNA	GEM1
YOR205C_mRNA	GEP3
YHR100C_mRNA	GEP4
YLR091W_mRNA	GEP5
YGL057C_mRNA	GEP7
YGL020C_mRNA	GET1
YER083C_mRNA	GET2
YDL100C_mRNA	GET3
YOR164C_mRNA	GET4
YCL073C_mRNA	GEX1
YKR106W_mRNA	GEX2
YKL104C_mRNA	GFA1
YMR255W_mRNA	GFD1
YCL036W_mRNA	GFD2
YDR358W_mRNA	GGA1
YHR108W_mRNA	GGA2
YDL198C_mRNA	GGC1
YHR061C_mRNA	GIC1
YDR309C_mRNA	GIC2
YCL039W_mRNA	GID7
YMR135C_mRNA	GID8
YNL153C_mRNA	GIM3
YEL003W_mRNA	GIM4
YEL003W_pre-mRNA	GIM4
YML094W_mRNA	GIM5
YML094W_pre-mRNA	GIM5
YDR507C_mRNA	GIN4
YBR045C_mRNA	GIP1
YER054C_mRNA	GIP2
YPL137C_mRNA	GIP3
YAL031C_mRNA	GIP4
YDR152W_mRNA	GIR2
YDR096W_mRNA	GIS1
YNL255C_mRNA	GIS2
YLR094C_mRNA	GIS3
YML006C_mRNA	GIS4
YCR098C_mRNA	GIT1
YEL011W_mRNA	GLC3
YER133W_mRNA	GLC7
YER133W_pre-mRNA	GLC7
YMR311C_mRNA	GLC8
YDL207W_mRNA	GLE1
YER107C_mRNA	GLE2
YKR058W_mRNA	GLG1
YJL137C_mRNA	GLG2
YCL040W_mRNA	GLK1
YPR035W_mRNA	GLN1
YER040W_mRNA	GLN3
YOR168W_mRNA	GLN4
YML004C_mRNA	GLO1
YDR272W_mRNA	GLO2
YER122C_mRNA	GLO3
YOR040W_mRNA	GLO4
YPL091W_mRNA	GLR1
YDL171C_mRNA	GLT1
YEL046C_mRNA	GLY1
YDR506C_mRNA	GMC1
YLR445W_mRNA	GMC2
YLR445W_pre-mRNA	GMC2
YKR030W_mRNA	GMH1
YFL017C_mRNA	GNA1
YHR183W_mRNA	GND1
YGR256W_mRNA	GND2
YDR508C_mRNA	GNP1
YOR320C_mRNA	GNT1
YJL184W_mRNA	GON7
YNL274C_mRNA	GOR1
YHL031C_mRNA	GOS1
YMR292W_mRNA	GOT1
YMR292W_pre-mRNA	GOT1
YHR005C_mRNA	GPA1
YER020W_mRNA	GPA2
YOR371C_mRNA	GPB1
YAL056W_mRNA	GPB2
YDL022W_mRNA	GPD1
YOL059W_mRNA	GPD2
YGL121C_mRNA	GPG1
YPR160W_mRNA	GPH1
YGR216C_mRNA	GPI1
YGL142C_mRNA	GPI10
YDR302W_mRNA	GPI11
YMR281W_mRNA	GPI12
YLL031C_mRNA	GPI13
YJR013W_mRNA	GPI14
YNL038W_mRNA	GPI15
YNL038W_pre-mRNA	GPI15
YHR188C_mRNA	GPI16
YDR434W_mRNA	GPI17
YBR004C_mRNA	GPI18
YDR437W_mRNA	GPI19
YPL076W_mRNA	GPI2
YDR331W_mRNA	GPI8
YKL152C_mRNA	GPM1
YDL021W_mRNA	GPM2
YOL056W_mRNA	GPM3
YOR262W_mRNA	GPN2
YLR243W_mRNA	GPN3
YIL053W_mRNA	GPP1
YER062C_mRNA	GPP2
YDL035C_mRNA	GPR1
YKR067W_mRNA	GPT2
YKL026C_mRNA	GPX1
YBR244W_mRNA	GPX2
YLL035W_mRNA	GRC3
YPL223C_mRNA	GRE1
YOL151W_mRNA	GRE2
YHR104W_mRNA	GRE3
YDR517W_mRNA	GRH1
YJR090C_mRNA	GRR1
YBR121C_mRNA	GRS1
YPR081C_mRNA	GRS2
YCL035C_mRNA	GRX1
YDR513W_mRNA	GRX2
YDR098C_mRNA	GRX3
YER174C_mRNA	GRX4
YPL059W_mRNA	GRX5
YDL010W_mRNA	GRX6
YBR014C_mRNA	GRX7
YLR364W_mRNA	GRX8
YGR032W_mRNA	GSC2
YML048W_mRNA	GSF2
YJL101C_mRNA	GSH1
YOL049W_mRNA	GSH2
YJL103C_mRNA	GSM1
YLR293C_mRNA	GSP1
YOR185C_mRNA	GSP2
YFR015C_mRNA	GSY1
YLR258W_mRNA	GSY2
YDR221W_mRNA	GTB1
YGR102C_mRNA	GTF1
YGR154C_mRNA	GTO1
YMR251W_mRNA	GTO3
YML121W_mRNA	GTR1
YGR163W_mRNA	GTR2
YGL181W_mRNA	GTS1
YIR038C_mRNA	GTT1
YLL060C_mRNA	GTT2
YEL017W_mRNA	GTT3
YMR217W_mRNA	GUA1
YDL238C_mRNA	GUD1
YLR289W_mRNA	GUF1
YDR454C_mRNA	GUK1
YGL084C_mRNA	GUP1
YPL189W_mRNA	GUP2
YGL245W_mRNA	GUS1
YHL032C_mRNA	GUT1
YIL155C_mRNA	GUT2
YIL041W_mRNA	GVP36
YJL091C_mRNA	GWT1
YMR192W_mRNA	GYL1
YOR070C_mRNA	GYP1
YPL249C_mRNA	GYP5
YJL044C_mRNA	GYP6
YDL234C_mRNA	GYP7
YFL027C_mRNA	GYP8
YJL110C_mRNA	GZF3
YPR008W_mRNA	HAA1
YFL031W_mRNA	HAC1
YFL031W_pre-mRNA	HAC1
YPR005C_mRNA	HAL1
YJL165C_mRNA	HAL5
YOL089C_mRNA	HAL9
YJR069C_mRNA	HAM1
YLR256W_mRNA	HAP1
YGL237C_mRNA	HAP2
YBL021C_mRNA	HAP3
YKL109W_mRNA	HAP4
YOR358W_mRNA	HAP5
YMR290C_mRNA	HAS1
YPL001W_mRNA	HAT1
YEL056W_mRNA	HAT2
YCL026C-B_mRNA	HBN1
YKR084C_mRNA	HBS1
YDL223C_mRNA	HBT1
YJL033W_mRNA	HCA4
YNL281W_mRNA	HCH1
YCR065W_mRNA	HCM1
YLR192C_mRNA	HCR1
YKL017C_mRNA	HCS1
YNL021W_mRNA	HDA1
YDR295C_mRNA	HDA2
YPR179C_mRNA	HDA3
YDR014W-A_mRNA	HED1
YNL014W_mRNA	HEF3
YDR458C_mRNA	HEH2
YBL032W_mRNA	HEK2
YKR017C_mRNA	HEL1
YDR266C_mRNA	HEL2
YDR232W_mRNA	HEM1
YDR047W_mRNA	HEM12
YDR044W_mRNA	HEM13
YER014W_mRNA	HEM14
YOR176W_mRNA	HEM15
YGL040C_mRNA	HEM2
YDL205C_mRNA	HEM3
YOR278W_mRNA	HEM4
YOR227W_mRNA	HER1
YMR293C_mRNA	HER2
YOR237W_mRNA	HES1
YMR207C_mRNA	HFA1
YMR110C_mRNA	HFD1
YPL254W_mRNA	HFI1
YGL251C_mRNA	HFM1
YGL251C_pre-mRNA	HFM1
YGR187C_mRNA	HGH1
YBR009C_mRNA	HHF1
YNL030W_mRNA	HHF2
YPL127C_mRNA	HHO1
YBR010W_mRNA	HHT1
YNL031C_mRNA	HHT2
YEL059W_mRNA	HHY1
YLL022C_mRNA	HIF1
YDR317W_mRNA	HIM1
YGR191W_mRNA	HIP1
YBL008W_mRNA	HIR1
YOR038C_mRNA	HIR2
YJR140C_mRNA	HIR3
YER055C_mRNA	HIS1
YFR025C_mRNA	HIS2
YOR202W_mRNA	HIS3
YCL030C_mRNA	HIS4
YIL116W_mRNA	HIS5
YIL020C_mRNA	HIS6
YBR248C_mRNA	HIS7
YJR055W_mRNA	HIT1
YDR420W_mRNA	HKR1
YMR161W_mRNA	HLJ1
YDR528W_mRNA	HLR1
YER057C_mRNA	HMF1
YML075C_mRNA	HMG1
YLR450W_mRNA	HMG2
YOL095C_mRNA	HMI1
YCL066W_mRNA	HMLALPHA1
YCL067C_mRNA	HMLALPHA2
YDR174W_mRNA	HMO1
YCR097W_mRNA	HMRA1
YCR097W_pre-mRNA	HMRA1
YCR096C_mRNA	HMRA2
YOR032C_mRNA	HMS1
YJR147W_mRNA	HMS2
YBR034C_mRNA	HMT1
YLR205C_mRNA	HMX1
YGL077C_mRNA	HNM1
YDL125C_mRNA	HNT1
YDL125C_pre-mRNA	HNT1
YDR305C_mRNA	HNT2
YDR305C_pre-mRNA	HNT2
YOR258W_mRNA	HNT3
YDL227C_mRNA	HO
YJR075W_mRNA	HOC1
YMR032W_mRNA	HOF1
YLR113W_mRNA	HOG1
YNR055C_mRNA	HOL1
YDR158W_mRNA	HOM2
YER052C_mRNA	HOM3
YJR139C_mRNA	HOM6
YIL072W_mRNA	HOP1
YGL033W_mRNA	HOP2
YGL033W_pre-mRNA	HOP2
YMR251W-A_mRNA	HOR7
YPR068C_mRNA	HOS1
YGL194C_mRNA	HOS2
YPL116W_mRNA	HOS3
YIL112W_mRNA	HOS4
YMR172W_mRNA	HOT1
YKL084W_mRNA	HOT13
YPR193C_mRNA	HPA2
YEL066W_mRNA	HPA3
YBR215W_mRNA	HPC2
YBR215W_pre-mRNA	HPC2
YOL155C_mRNA	HPF1
YIL110W_mRNA	HPM1
YDR138W_mRNA	HPR1
YDR399W_mRNA	HPT1
HRA1	HRA1
YNL004W_mRNA	HRB1
YNL004W_pre-mRNA	HRB1
YOL013C_mRNA	HRD1
YLR207W_mRNA	HRD3
YLR301W_mRNA	HRI1
YOR267C_mRNA	HRK1
YOL123W_mRNA	HRP1
YDR291W_mRNA	HRQ1
